Real Sto Return,Itration,Running Env Steps,Reward Loss,Real Det Return,Running Reverse KL,Running Forward KL,Running Update Time,q,clip,folder,episode,environment,seed
3236.47,129,645000,-1677.8790283203125,3379.88,14.458,22.5976,129,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,645000,Hopper-v5,456
3298.56,130,650000,-1619.0032958984375,3336.38,13.5825,22.1171,130,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,650000,Hopper-v5,456
3017.74,131,655000,-1786.222900390625,3321.19,14.0423,22.4058,131,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,655000,Hopper-v5,456
3247.98,132,660000,-1533.4658203125,3354.89,13.5291,21.847,132,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,660000,Hopper-v5,456
3386.01,133,665000,-1786.3348388671875,3429.9,14.7968,22.8684,133,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,665000,Hopper-v5,456
3299.36,134,670000,-1737.3504638671875,3344.23,14.074,22.5084,134,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,670000,Hopper-v5,456
3314.88,135,675000,-1750.3792724609375,3326.44,13.7995,22.2209,135,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,675000,Hopper-v5,456
3316.71,136,680000,-1809.701171875,3248.29,12.8511,22.1844,136,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,680000,Hopper-v5,456
3317.14,137,685000,-1810.8304443359373,3337.82,13.7888,22.2143,137,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,685000,Hopper-v5,456
3031.1,138,690000,-1843.304443359375,3403.88,13.2705,21.7654,138,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,690000,Hopper-v5,456
3226.48,139,695000,-1796.5794677734375,3310.85,12.8513,21.1805,139,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,695000,Hopper-v5,456
3288.13,140,700000,-1750.6220703125,3350.94,13.7386,21.5705,140,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,700000,Hopper-v5,456
3339.64,141,705000,-1795.45849609375,3399.37,14.26,22.1993,141,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,705000,Hopper-v5,456
3347.77,142,710000,-1766.8106689453125,3386.25,13.7417,21.7768,142,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,710000,Hopper-v5,456
3321.08,143,715000,-1907.99951171875,3372.14,13.9263,22.277,143,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,715000,Hopper-v5,456
3288.49,144,720000,-1929.9947509765625,3364.55,14.2602,22.0336,144,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,720000,Hopper-v5,456
3348.26,145,725000,-1975.932373046875,3396.84,13.686,21.89,145,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,725000,Hopper-v5,456
3147.7,146,730000,-1920.5089111328125,3371.86,13.4398,21.7906,146,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,730000,Hopper-v5,456
3361.48,147,735000,-2076.164306640625,3416.63,14.6844,22.7871,147,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,735000,Hopper-v5,456
3258.06,148,740000,-1956.1710205078125,3365.78,13.3175,21.5421,148,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,740000,Hopper-v5,456
3335.45,149,745000,-1918.8836669921875,3372.94,13.5389,21.6703,149,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,745000,Hopper-v5,456
3331.06,150,750000,-2002.256103515625,3349.33,14.522,22.5185,150,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,750000,Hopper-v5,456
3365.51,151,755000,-1892.371337890625,3401.5,14.0768,21.6337,151,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,755000,Hopper-v5,456
3389.79,152,760000,-2054.98291015625,3442.15,13.5259,21.3805,152,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,760000,Hopper-v5,456
3283.61,153,765000,-2100.900390625,3413.33,13.5501,21.9347,153,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,765000,Hopper-v5,456
3385.74,154,770000,-1957.0262451171875,3432.18,14.2971,22.0942,154,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,770000,Hopper-v5,456
2750.67,155,775000,-2201.14794921875,3356.8,14.4245,21.7166,155,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,775000,Hopper-v5,456
3286.18,156,780000,-2280.254150390625,3349.89,13.072,21.0925,156,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,780000,Hopper-v5,456
3332.34,157,785000,-2126.097412109375,3384.4,12.9767,20.9744,157,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,785000,Hopper-v5,456
3360.97,158,790000,-2219.72265625,3418.54,13.7027,21.5445,158,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,790000,Hopper-v5,456
3352.48,159,795000,-2026.4232177734373,3384.2,13.2655,21.4603,159,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,795000,Hopper-v5,456
3383.0,160,800000,-2082.1865234375,3396.7,14.0026,21.9825,160,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,800000,Hopper-v5,456
3329.05,161,805000,-2180.167724609375,3384.04,12.7043,21.1249,161,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,805000,Hopper-v5,456
3281.99,162,810000,-2274.294189453125,3430.8,13.6937,22.1688,162,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,810000,Hopper-v5,456
3378.34,163,815000,-2089.440673828125,3394.92,13.2999,21.3725,163,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,815000,Hopper-v5,456
3131.8,164,820000,-2140.86572265625,3380.95,13.1173,21.092,164,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,820000,Hopper-v5,456
3371.53,165,825000,-2153.936279296875,3416.56,13.196,21.5675,165,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,825000,Hopper-v5,456
3390.69,166,830000,-2257.241943359375,3453.51,13.5153,21.4748,166,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,830000,Hopper-v5,456
3401.25,167,835000,-2287.770263671875,3461.28,13.0552,21.7007,167,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,835000,Hopper-v5,456
3396.52,168,840000,-2185.848388671875,3471.17,13.1906,21.3621,168,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,840000,Hopper-v5,456
3445.17,169,845000,-2294.494384765625,3480.65,12.8041,20.939,169,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,845000,Hopper-v5,456
3384.27,170,850000,-2362.924560546875,3418.39,13.4893,21.6034,170,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,850000,Hopper-v5,456
3220.63,171,855000,-2503.357666015625,3491.71,14.9954,22.3938,171,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,855000,Hopper-v5,456
3353.0,172,860000,-2363.4111328125,3389.77,12.7044,20.8943,172,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,860000,Hopper-v5,456
3401.11,173,865000,-2535.1689453125,3432.08,13.8302,21.6606,173,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,865000,Hopper-v5,456
3226.44,174,870000,-2582.6357421875,3466.82,13.4711,21.6732,174,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,870000,Hopper-v5,456
3404.8,175,875000,-2359.25244140625,3415.19,13.3954,21.2652,175,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,875000,Hopper-v5,456
3396.44,176,880000,-2205.864013671875,3456.64,12.9867,21.391,176,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,880000,Hopper-v5,456
3411.4,177,885000,-2287.0712890625,3481.27,13.0327,20.7591,177,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,885000,Hopper-v5,456
3397.11,178,890000,-2374.48974609375,3452.09,13.3922,21.327,178,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,890000,Hopper-v5,456
3436.15,179,895000,-2462.961181640625,3465.63,13.3064,21.4743,179,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,895000,Hopper-v5,456
3300.66,180,900000,-2391.11669921875,3415.84,13.0483,20.9273,180,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,900000,Hopper-v5,456
3443.87,181,905000,-2508.145263671875,3500.06,13.1154,21.2187,181,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,905000,Hopper-v5,456
2238.98,182,910000,-2706.423095703125,3464.17,14.9501,21.992,182,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,910000,Hopper-v5,456
3379.14,183,915000,-2535.4443359375,3469.57,13.109,21.221,183,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,915000,Hopper-v5,456
3435.49,184,920000,-2614.611083984375,3449.6,13.3741,21.8039,184,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,920000,Hopper-v5,456
3363.28,185,925000,-2713.738525390625,3477.71,13.6191,21.4986,185,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,925000,Hopper-v5,456
3430.67,186,930000,-2581.7421875,3499.52,13.415,21.5907,186,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,930000,Hopper-v5,456
3426.97,187,935000,-2737.306884765625,3472.05,13.3936,21.4606,187,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,935000,Hopper-v5,456
3432.56,188,940000,-2775.877685546875,3462.87,13.2329,21.3016,188,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,940000,Hopper-v5,456
3454.53,189,945000,-2639.011474609375,3503.08,13.3957,21.6536,189,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,945000,Hopper-v5,456
3437.45,190,950000,-2523.391845703125,3464.36,12.5754,20.7095,190,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,950000,Hopper-v5,456
3401.2,191,955000,-2786.1005859375,3434.08,14.2212,22.2072,191,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,955000,Hopper-v5,456
3181.91,192,960000,-2701.966064453125,3491.98,13.4298,21.5964,192,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,960000,Hopper-v5,456
3465.31,193,965000,-2834.898681640625,3511.14,13.6883,21.3974,193,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,965000,Hopper-v5,456
3422.54,194,970000,-2742.3740234375,3469.17,13.5737,21.7573,194,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,970000,Hopper-v5,456
3436.08,195,975000,-2737.37646484375,3477.4,14.1959,21.9019,195,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,975000,Hopper-v5,456
3438.06,196,980000,-2676.924560546875,3470.95,13.936,21.9885,196,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,980000,Hopper-v5,456
3461.95,197,985000,-2744.077880859375,3505.3,13.1551,21.2628,197,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,985000,Hopper-v5,456
3408.47,198,990000,-2925.142578125,3443.74,13.4766,21.8076,198,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,990000,Hopper-v5,456
3187.33,199,995000,-2617.103271484375,3481.06,13.1293,21.3169,199,3,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_05_q3_seed456_qstd3.0,995000,Hopper-v5,456
175.49,0,0,244.0295562744141,180.1,21.4536,32.7519,0,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,0,Hopper-v5,123
217.7,1,5000,31.32540512084961,355.69,30.3785,31.2336,1,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,5000,Hopper-v5,123
338.09,2,10000,20.226606369018555,321.63,41.2128,31.0228,2,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,10000,Hopper-v5,123
298.8,3,15000,10.663171768188477,328.76,45.8246,32.1888,3,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,15000,Hopper-v5,123
473.98,4,20000,-36.82227325439453,561.47,39.9993,28.4942,4,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,20000,Hopper-v5,123
480.27,5,25000,-79.02912139892578,595.77,50.045,29.0304,5,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,25000,Hopper-v5,123
830.17,6,30000,-99.44438934326172,1068.15,48.6852,27.197,6,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,30000,Hopper-v5,123
772.17,7,35000,-101.25133514404295,757.69,47.8298,26.7227,7,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,35000,Hopper-v5,123
1239.31,8,40000,-119.88345336914062,1144.55,40.9986,26.6441,8,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,40000,Hopper-v5,123
619.55,9,45000,-167.77349853515625,647.67,50.1923,27.0289,9,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,45000,Hopper-v5,123
981.55,10,50000,-204.2588348388672,959.46,42.9168,25.5134,10,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,50000,Hopper-v5,123
872.35,11,55000,-245.81044006347656,787.81,42.3195,24.9848,11,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,55000,Hopper-v5,123
1417.27,12,60000,-259.39910888671875,1477.01,22.055,24.5612,12,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,60000,Hopper-v5,123
741.21,13,65000,-332.3804626464844,767.92,31.2851,25.9791,13,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,65000,Hopper-v5,123
770.66,14,70000,-356.7726745605469,799.6,31.043,25.9194,14,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,70000,Hopper-v5,123
763.51,15,75000,-371.6264953613281,821.09,32.1692,25.3973,15,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,75000,Hopper-v5,123
907.58,16,80000,-398.5137634277344,921.1,35.8369,25.5907,16,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,80000,Hopper-v5,123
992.3,17,85000,-432.14300537109375,1077.74,41.5933,25.2815,17,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,85000,Hopper-v5,123
786.07,18,90000,-485.30865478515625,815.36,41.275,25.2063,18,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,90000,Hopper-v5,123
776.15,19,95000,-496.9356384277344,828.42,28.8176,25.2878,19,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,95000,Hopper-v5,123
1040.75,20,100000,-521.8580322265625,1149.03,26.131,25.3639,20,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,100000,Hopper-v5,123
877.41,21,105000,-561.076904296875,917.15,25.624,24.8535,21,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,105000,Hopper-v5,123
827.8,22,110000,-614.4321899414062,864.28,24.1462,25.0818,22,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,110000,Hopper-v5,123
943.77,23,115000,-624.6015014648438,1038.25,22.5171,24.656,23,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,115000,Hopper-v5,123
965.62,24,120000,-664.876708984375,1138.21,26.5273,24.6359,24,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,120000,Hopper-v5,123
985.39,25,125000,-681.0233154296875,979.64,31.3291,24.732,25,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,125000,Hopper-v5,123
993.86,26,130000,-726.5030517578125,1058.18,33.028,24.2815,26,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,130000,Hopper-v5,123
1045.34,27,135000,-679.4664916992188,1251.36,24.016,23.5566,27,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,135000,Hopper-v5,123
1335.58,28,140000,-642.636474609375,1224.05,29.7582,22.5682,28,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,140000,Hopper-v5,123
1445.97,29,145000,-552.8828735351562,1256.38,20.1994,22.6189,29,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,145000,Hopper-v5,123
2301.85,30,150000,-464.4165344238281,1302.8,16.8715,23.3488,30,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,150000,Hopper-v5,123
1746.31,31,155000,-664.8582153320312,1669.68,23.6276,22.2554,31,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,155000,Hopper-v5,123
1685.21,32,160000,-635.7056884765625,1255.95,18.9096,23.901,32,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,160000,Hopper-v5,123
2647.02,33,165000,-308.1205749511719,3317.46,12.3663,21.2774,33,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,165000,Hopper-v5,123
2116.9,34,170000,-538.4768676757812,2560.12,15.5656,21.3308,34,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,170000,Hopper-v5,123
2191.68,35,175000,-511.22607421875,2226.58,14.5019,21.236,35,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,175000,Hopper-v5,123
1972.48,36,180000,-582.7902221679688,1482.61,15.8305,22.0883,36,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,180000,Hopper-v5,123
2044.37,37,185000,-588.9824829101562,2847.01,17.8017,21.6024,37,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,185000,Hopper-v5,123
2822.51,38,190000,-392.6567077636719,3281.86,12.1252,21.1544,38,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,190000,Hopper-v5,123
2393.17,39,195000,-535.8735961914062,3268.28,17.1394,21.1719,39,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,195000,Hopper-v5,123
2192.98,40,200000,-821.3903198242188,1706.54,26.8897,21.2998,40,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,200000,Hopper-v5,123
2728.0,41,205000,-364.2498168945313,3343.65,12.4332,19.8109,41,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,205000,Hopper-v5,123
2955.53,42,210000,-382.76763916015625,3392.48,11.2043,20.1277,42,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,210000,Hopper-v5,123
2604.22,43,215000,-438.420166015625,3383.76,14.6193,20.5319,43,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,215000,Hopper-v5,123
3140.63,44,220000,-414.9784851074219,3305.51,12.7222,22.0345,44,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,220000,Hopper-v5,123
3010.57,45,225000,-301.0059814453125,3390.04,12.7602,21.4705,45,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,225000,Hopper-v5,123
3128.34,46,230000,-445.6990661621094,3213.65,10.8353,21.1475,46,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,230000,Hopper-v5,123
2956.36,47,235000,-303.1120300292969,3309.59,12.3999,20.5922,47,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,235000,Hopper-v5,123
3140.73,48,240000,-382.2565307617188,3335.49,11.5371,19.6863,48,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,240000,Hopper-v5,123
3276.6,49,245000,-363.0187683105469,3324.93,11.1689,19.2167,49,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,245000,Hopper-v5,123
3147.17,50,250000,-417.4715576171875,3289.82,10.3819,19.3785,50,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,250000,Hopper-v5,123
3116.43,51,255000,-479.55609130859375,3245.64,11.3958,20.998,51,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,255000,Hopper-v5,123
3151.57,52,260000,-397.6773376464844,3281.98,10.926,19.8151,52,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,260000,Hopper-v5,123
3166.34,53,265000,-426.2884521484375,3288.47,10.1589,18.8249,53,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,265000,Hopper-v5,123
3146.68,54,270000,-432.5119323730469,3358.32,11.364,19.8219,54,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,270000,Hopper-v5,123
3225.8,55,275000,-419.8507080078125,3299.57,9.6941,18.4426,55,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,275000,Hopper-v5,123
3084.05,56,280000,-433.2693786621094,3278.43,10.6025,19.4287,56,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,280000,Hopper-v5,123
3241.8,57,285000,-528.81982421875,3313.34,9.8541,18.8627,57,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,285000,Hopper-v5,123
3248.32,58,290000,-575.4691162109375,3291.51,11.4491,20.6535,58,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,290000,Hopper-v5,123
2977.65,59,295000,-451.1744384765625,3351.86,10.0366,18.3677,59,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,295000,Hopper-v5,123
3281.14,60,300000,-474.8677978515625,3296.69,10.3005,18.8381,60,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,300000,Hopper-v5,123
3289.42,61,305000,-565.4063720703125,3316.39,10.5177,19.2708,61,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,305000,Hopper-v5,123
3227.14,62,310000,-423.4258728027344,3326.13,10.128,17.2594,62,5,5.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_55_27_q5_seed123_qstd5.0,310000,Hopper-v5,123
